664.96 	459.4	0.55	0.4	4.9	3.53	1.19	26.52	118.63	0.41	11.77	2.13	7.04	0.095 	0 	0 	0 	0.095 	0.2103 	0.2103 	0 	0 	0 	153.91	177.755 	89.490 	88.264 	118.5 	3.58	70.12 	64.07 	45.921 	286.10 	271.0 	3.4	77.1	0.37	37.15	-3.91	9.71	7.09	10.49
1542.17 	524.86	0.17	1.63	3.31	3.74	0.49	31.82	530.56	0.42	5.32	2.39	2.39	0.095 	0.034 	0 	0 	0.061 	1.3006 	0.8605 	0 	0.4402 	0 	177.22	253.400 	122.941 	130.458 	168.9 	3.39	100.93 	91.08 	65.133 	145.27 	134.7 	3.5	77.3	0.16	40.47	-3.32	17.11	-0.92	17.51
2669.22 	546.45	0.04	4.1	5.55	3.78	0.83	8.38	91.8	0.35	8.87	2.75	5.19	4.023 	0 	3.853 	0.170 	0 	11.8734 	3.9173 	3.0566 	4.8994 	0 	169.98	212.712 	97.471 	115.241 	141.8 	3.67	86.91 	77.46 	56.013 	498.78 	340.8 	3.59	71	0.27	37.59	2.07	9.71	0.37	10.43
991.92 	464.82	0.27	2.09	5.75	2.18	1.63	52.68	144.83	0.1	5.01	2.23	3.14	1.572 	0 	1.572 	0 	0 	5.3140 	3.5907 	0.4854 	1.2379 	0 	170.68	216.733 	101.331 	115.403 	144.5 	3.23	87.71 	78.48 	56.471 	259.11 	198.2 	5.15	71.5	0.25	31.16	6.43	1.82	-0.11	11.81
1167.29 	416.88	0.9	0.81	10.21	1.75	0.09	20.58	134.63	0.26	6.58	2.25	2.32	1.026 	0 	0.915 	0.111 	0 	6.0135 	1.7541 	3.1455 	1.1139 	0 	192.4	182.553 	94.748 	87.805 	121.7 	3.67	71.06 	65.48 	46.735 	111.53 	114.0 	6.27	75.2	0.12	43.6	-0.75	14.9	-0.53	14.95
1289.93 	581.91	0.19	2.07	3.98	7.49	0.59	25.73	133.06	0.21	11.96	5.78	6.26	1.820 	0.076 	1.595 	0.039 	0.110 	2.7771 	1.8645 	0 	0.9126 	0 	183.97	198.668 	99.190 	99.478 	132.4 	3.5	78.47 	71.47 	51.149 	286.24 	149.0 	3.35	82.8	0.15	39.88	-1.69	13.29	-1.06	13.43
817.81 	455.68	0.03	0.83	9.38	3.71	2.45	30.3	27.52	0.2	4.73	2.22	2.15	1.782 	0.000 	1.782 	0 	0 	0.8535 	0.8535 	0 	0 	0 	199.15	210.105 	101.546 	108.559 	140.1 	3.88	84.17 	76.04 	54.697 	165.06 	137.4 	3.06	69.2	0.21	30	8.43	5.36	1.44	10.05
2045.24 	479.93	0.09	0.82	10.65	5.49	4.82	29.43	150.27	0.34	5.25	3.14	2.34	0.157 	0.157 	0 	0 	0 	6.1633 	3.4544 	0 	2.7089 	0 	219.78	235.097 	107.752 	127.345 	156.7 	3.48	95.85 	85.35 	61.562 	205.54 	146.2 	5.19	75.8	0.23	39.28	-1.44	15.91	0.01	15.99
1554.02 	585.36	0.68	1.65	8.5	2.24	0.65	24.02	1167.65	0.25	4.37	1.95	0.74	0.845 	0 	0.317 	0 	0.528 	0.7158 	0.7158 	0 	0 	0 	209.27	228.364 	114.299 	114.065 	152.2 	3.6	89.97 	81.94 	58.502 	92.88 	145.5 	3.66	69.6	0.16	39.47	-6.07	19.54	-3.22	20.5
1457.67 	402.16	0.55	1.24	8.97	1.06	1.77	36.46	63.45	0.37	6.41	6.46	2.71	0.969 	0.050 	0.821 	0 	0.097 	8.9296 	3.1529 	2.5168 	3.2600 	0 	167.2	225.523 	113.406 	112.117 	150.3 	3.99	88.82 	81.05 	57.954 	73.36 	88.2 	4.74	68.6	0.12	35.08	6.81	10.2	-0.2	12.54
1522.52 	505.34	0.07	0.37	8.28	2.23	0.29	20.15	839.45	0.36	5.13	3.39	2.51	1.650 	0 	1.650 	0 	0 	12.4106 	2.4145 	3.3704 	6.6256 	0 	199.35	253.514 	120.059 	133.455 	169.0 	3.71	102.06 	91.59 	65.787 	186.74 	143.4 	5.39	68.5	0.14	41.7	-1.7	17.96	-3.08	18.26
3068.34 	629.8	0.15	0.67	6.96	2.63	0.48	14.12	90.61	0.41	10.76	8.51	7.92	0.483 	0 	0.417 	0.066 	0 	3.2138 	0.4780 	1.6645 	0.5567 	0.5146 	229.31	227.250 	108.788 	118.462 	151.5 	3.72	91.23 	82.15 	59.032 	200.52 	226.2 	2.64	66.6	0.3	39.38	-2.36	11.9	1.02	12.19
2350.79 	516.86	0.11	1.66	6.95	4.95	1.11	34.46	205.61	0.21	7.67	2.76	2.63	0.850 	0 	0.761 	0 	0.089 	8.6195 	1.8932 	4.4115 	2.3148 	0 	222.96	255.290 	120.694 	134.596 	170.2 	3.8	102.86 	92.29 	66.316 	141.94 	148.7 	2.92	74.7	0.22	34.84	5.87	10.04	-0.26	11.72
2073.33 	496.84	0.19	0.42	6.81	0	0.09	18.29	14.67	0.3	5.82	5.52	2.82	1.426 	0.037 	1.389 	0 	0 	4.3089 	3.7911 	0 	0.1565 	0.3612 	224.84	259.877 	127.730 	132.147 	173.3 	3.83	103.08 	93.39 	66.764 	104.91 	127.9 	3.85	56	0.16	40.31	-1.85	15.18	0.07	15.42
2475.21 	642.37	0.22	2.06	8.3	6.2	4.91	19.82	870.19	0.39	16.97	6.25	9.53	1.155 	0.109 	0.968 	0.078 	0 	50.4966 	2.3288 	43.3539 	3.2131 	1.6007 	190.62	224.944 	113.763 	111.181 	150.0 	3.66	88.27 	80.63 	57.519 	166.08 	177.3 	2.66	64.1	0.23	40.61	0.98	12.91	9.19	12.95
3785.57 	450.46	0.12	0.12	8.89	5.05	3.13	46.16	74.48	0.37	6.57	4.58	3.89	2.921 	0 	2.921 	0 	0 	5.7323 	2.6341 	1.5067 	1.5916 	0 	220.08	239.325 	118.382 	120.943 	159.5 	3.59	94.69 	85.94 	61.410 	108.76 	114.4 	3.57	65.5	0.15	42.5	-5.31	20.26	1.36	20.98
