0.405 	14.144 	76.635 	0.000 	1.620 	0.184 	1.543 	0.000 	0.000 	0.441 	18.957 	0.810 	0.000 	34.019 	10.911 	0.000 	3.012 	1.470 	0.000 	0.405 	0.270 	0.294 	0.540 	1.947 	0.257 	0.270 	19.544 	0.000 	1.065 	0.000 	0.000 	0.540 	2.969 	0.441 	0.540 	0.270 	0.037 	1.030 	0.478 	0.037 	0.000 	0.073 	0.810 	5.364 	0.307 	0.404 	0.184 	1.433 	0.000 	0.000 	5.070 	7.899 	0.073 	0.000 	9.478 	0.000 	0.135 	31.888 	0.810 	0.000 	0.661 	0.270 	0.000 	9.148 	0.540 	0.551 	0.000 	0.135 	0.135 	0.000 	0.073 	0.000 	0.147 
0.269 	9.820 	63.293 	0.000 	0.448 	0.150 	0.958 	0.000 	0.000 	0.449 	14.820 	0.000 	0.000 	26.766 	6.108 	0.000 	1.228 	1.617 	0.000 	0.269 	0.179 	0.180 	0.448 	0.599 	0.180 	0.269 	20.838 	0.000 	1.018 	0.538 	0.000 	0.359 	2.241 	0.299 	0.448 	0.090 	0.090 	0.239 	0.329 	0.120 	0.000 	0.150 	0.359 	8.862 	0.239 	1.616 	0.120 	2.874 	0.000 	0.000 	4.012 	3.383 	0.000 	0.000 	7.365 	0.000 	0.179 	11.138 	0.179 	0.179 	0.180 	0.179 	0.179 	3.323 	0.090 	0.299 	0.000 	0.000 	0.000 	0.090 	0.060 	0.000 	0.090 
0.374 	3.319 	41.843 	0.000 	0.000 	0.106 	1.095 	0.000 	0.000 	0.035 	13.347 	0.125 	0.000 	0.000 	45.869 	0.000 	7.804 	1.201 	1.247 	0.000 	0.000 	0.212 	0.000 	0.883 	0.177 	0.000 	42.126 	0.000 	0.388 	0.624 	0.000 	0.000 	0.499 	0.106 	0.125 	0.000 	0.141 	0.480 	0.106 	0.494 	0.000 	0.212 	0.000 	32.627 	1.600 	0.318 	0.706 	5.438 	0.125 	0.748 	0.000 	5.685 	0.212 	0.000 	10.946 	0.000 	0.125 	16.066 	0.000 	0.125 	0.282 	0.624 	0.125 	6.215 	0.125 	5.155 	0.374 	0.000 	0.000 	0.499 	0.071 	0.388 	0.424 
0.000 	15.906 	141.339 	0.000 	1.860 	0.236 	2.835 	6.820 	0.000 	0.551 	74.803 	3.720 	0.000 	0.000 	98.661 	1.240 	30.787 	3.228 	0.000 	2.480 	0.620 	0.236 	1.860 	2.362 	0.157 	4.340 	132.835 	0.000 	1.260 	0.000 	1.240 	3.100 	3.100 	0.551 	1.860 	0.000 	0.079 	1.397 	0.787 	0.551 	0.000 	0.472 	0.000 	33.780 	3.336 	0.472 	1.575 	6.693 	0.620 	0.000 	12.126 	11.102 	0.000 	0.000 	18.504 	0.000 	1.240 	53.071 	1.860 	0.000 	1.181 	1.240 	1.240 	17.087 	3.100 	0.630 	12.400 	12.400 	1.240 	3.720 	0.236 	0.000 	0.945 
0.979 	17.124 	75.088 	0.000 	0.979 	0.265 	1.416 	1.762 	0.000 	0.531 	34.071 	1.371 	0.000 	40.398 	20.265 	0.000 	2.080 	2.478 	0.000 	0.783 	0.392 	0.265 	0.000 	0.752 	0.354 	1.371 	32.389 	0.000 	0.752 	0.783 	0.000 	0.392 	1.762 	0.487 	0.587 	0.979 	0.044 	0.720 	0.575 	0.044 	0.000 	0.088 	0.979 	7.920 	0.240 	1.018 	0.133 	1.018 	0.000 	0.000 	13.230 	10.044 	0.088 	0.000 	18.319 	0.000 	0.000 	36.504 	0.979 	0.000 	0.841 	0.000 	0.392 	13.319 	0.392 	0.265 	0.000 	0.196 	0.000 	0.783 	0.088 	0.000 	0.177 
0.000 	0.000 	0.000 	0.000 	0.793 	0.000 	0.000 	0.000 	0.000 	0.000 	44.936 	0.000 	0.000 	19.537 	57.429 	0.000 	13.882 	1.131 	0.000 	1.057 	0.000 	0.000 	0.000 	1.285 	0.000 	0.000 	0.000 	0.793 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	24.319 	0.000 	0.000 	0.103 	4.422 	0.000 	0.000 	1.080 	3.907 	0.051 	0.000 	3.239 	0.000 	0.000 	5.193 	0.000 	0.000 	0.000 	0.000 	0.000 	1.234 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.360 
2.018 	8.665 	64.986 	0.000 	41.867 	0.000 	2.628 	4.540 	0.000 	0.142 	43.963 	0.504 	0.000 	0.000 	72.017 	0.000 	16.193 	2.415 	2.522 	4.035 	0.000 	0.355 	0.000 	0.781 	0.355 	2.522 	194.318 	0.000 	1.065 	0.000 	3.531 	0.000 	1.513 	0.710 	0.000 	3.027 	1.563 	1.151 	0.213 	0.781 	0.504 	0.710 	0.000 	96.875 	10.216 	0.142 	2.344 	17.116 	0.504 	0.000 	4.332 	10.511 	0.355 	0.000 	7.386 	0.504 	0.504 	22.585 	0.000 	0.000 	0.497 	3.531 	0.504 	8.665 	0.504 	0.497 	1.009 	0.000 	0.504 	8.071 	0.284 	0.000 	0.923 
0.000 	4.483 	33.879 	1.248 	0.000 	1.365 	7.057 	0.000 	0.608 	0.117 	21.598 	0.152 	0.000 	30.409 	8.460 	0.000 	6.355 	0.936 	0.456 	0.304 	0.000 	0.351 	0.152 	0.468 	0.078 	0.000 	45.146 	0.000 	0.312 	1.672 	0.000 	0.152 	0.456 	0.273 	0.456 	0.000 	0.078 	0.573 	0.195 	0.429 	0.000 	0.273 	0.000 	47.018 	1.910 	0.725 	0.468 	7.875 	0.152 	0.000 	3.665 	7.212 	0.273 	0.304 	5.458 	0.000 	0.000 	23.938 	0.304 	0.152 	0.429 	0.304 	0.304 	14.035 	1.368 	0.663 	1.672 	0.456 	0.000 	2.128 	0.078 	0.000 	0.468 
0.000 	5.395 	68.283 	0.000 	10.097 	2.834 	3.270 	0.000 	0.891 	0.218 	23.488 	0.297 	0.891 	52.861 	17.657 	0.000 	5.504 	2.016 	0.891 	0.000 	0.000 	0.436 	0.000 	0.817 	0.109 	0.000 	96.022 	0.000 	0.708 	3.861 	0.000 	0.000 	0.891 	0.545 	3.267 	1.188 	0.218 	1.054 	0.381 	1.199 	0.000 	0.381 	0.000 	37.657 	3.163 	1.842 	1.417 	15.695 	0.000 	1.188 	3.488 	5.613 	0.218 	0.891 	11.662 	0.594 	0.000 	15.095 	0.000 	0.297 	0.381 	1.782 	0.000 	5.504 	0.000 	39.891 	1.188 	0.297 	0.594 	0.594 	0.054 	0.000 	0.817 
0.000 	14.157 	95.499 	12.684 	1.339 	0.573 	5.974 	0.000 	0.000 	1.391 	62.357 	0.000 	0.000 	0.000 	85.679 	0.000 	14.566 	2.782 	10.045 	2.009 	0.000 	0.491 	0.000 	0.900 	0.818 	0.670 	198.527 	4.018 	7.529 	2.679 	0.000 	1.339 	6.027 	0.900 	7.366 	2.679 	0.164 	1.503 	0.818 	1.800 	0.670 	0.491 	0.000 	79.214 	6.763 	0.982 	1.309 	9.984 	1.339 	1.339 	5.974 	7.201 	0.573 	1.339 	9.984 	0.000 	1.339 	17.594 	0.670 	0.670 	0.573 	1.339 	0.670 	6.628 	1.339 	42.799 	2.009 	0.670 	2.679 	2.679 	0.082 	0.000 	1.309 
2.694 	13.400 	65.881 	0.124 	1.539 	0.372 	2.481 	0.000 	0.000 	0.124 	58.189 	1.154 	1.154 	36.849 	46.402 	0.000 	0.062 	36.042 	0.770 	0.000 	0.385 	3.474 	0.770 	4.529 	1.179 	1.539 	145.409 	0.000 	1.613 	0.000 	1.539 	0.385 	9.621 	0.434 	1.924 	0.770 	0.868 	0.894 	0.682 	0.000 	1.154 	0.124 	0.770 	31.328 	3.575 	0.744 	0.558 	7.692 	0.385 	0.000 	5.707 	5.645 	0.062 	0.000 	12.221 	0.000 	0.000 	18.486 	0.385 	0.000 	0.682 	0.385 	0.770 	4.839 	0.385 	0.310 	0.000 	0.000 	0.000 	0.000 	0.062 	0.000 	0.806 
0.000 	13.867 	80.843 	0.000 	1.533 	0.572 	3.931 	0.000 	0.000 	0.500 	64.475 	1.533 	0.000 	35.954 	87.420 	0.000 	14.582 	3.788 	0.000 	2.555 	1.533 	0.357 	2.044 	1.787 	0.572 	1.533 	179.843 	0.000 	1.287 	0.511 	1.533 	0.511 	7.664 	0.357 	0.000 	1.533 	0.572 	1.747 	0.643 	1.430 	0.000 	0.929 	1.533 	30.593 	7.653 	0.786 	2.859 	5.790 	0.000 	2.555 	5.361 	7.434 	0.000 	0.000 	15.583 	0.511 	0.511 	15.797 	0.511 	0.000 	0.357 	2.044 	1.022 	3.074 	0.000 	15.583 	0.511 	0.511 	0.511 	0.511 	0.071 	0.000 	0.500 
3.692 	26.834 	68.682 	0.883 	0.462 	0.679 	2.174 	0.923 	0.000 	5.027 	48.098 	0.462 	0.000 	37.092 	39.674 	0.000 	14.810 	3.397 	0.000 	0.000 	2.308 	1.155 	1.385 	3.261 	0.951 	0.923 	153.125 	0.000 	3.261 	0.923 	2.308 	0.000 	3.231 	0.679 	1.846 	0.923 	0.408 	1.059 	0.747 	1.359 	1.385 	0.611 	0.462 	59.783 	5.824 	0.951 	2.989 	25.883 	0.462 	20.307 	4.552 	3.940 	0.136 	0.923 	13.927 	0.000 	1.385 	10.598 	0.000 	0.000 	0.000 	0.000 	0.923 	4.076 	60.231 	2.174 	0.923 	0.000 	0.000 	0.462 	0.068 	0.000 	0.000 
4.025 	15.889 	92.056 	0.000 	1.342 	0.901 	4.177 	0.000 	0.000 	0.328 	64.292 	0.000 	0.000 	0.000 	64.619 	0.000 	7.289 	2.703 	0.000 	2.683 	0.671 	0.082 	0.000 	0.328 	0.655 	4.695 	223.915 	0.000 	2.621 	2.012 	1.342 	2.012 	0.000 	0.737 	0.000 	4.695 	0.082 	0.000 	0.328 	2.048 	0.000 	0.655 	0.000 	108.190 	11.290 	0.491 	2.457 	15.725 	1.342 	2.012 	7.289 	10.483 	0.655 	4.025 	12.039 	2.012 	1.342 	17.854 	0.000 	0.000 	0.410 	0.000 	0.000 	9.746 	0.000 	29.484 	2.012 	0.000 	0.671 	2.012 	0.164 	0.000 	0.819 
0.000 	10.820 	67.884 	0.000 	2.850 	0.620 	2.826 	9.499 	0.000 	0.207 	61.061 	0.000 	0.000 	0.000 	69.125 	0.000 	17.919 	1.654 	3.800 	0.950 	0.000 	0.414 	0.000 	1.103 	0.551 	0.950 	171.537 	2.375 	0.827 	0.000 	1.900 	0.475 	0.950 	0.414 	1.900 	1.900 	0.207 	1.088 	0.138 	1.378 	0.000 	0.276 	0.000 	74.294 	17.948 	0.345 	1.172 	15.438 	1.900 	3.800 	4.893 	8.408 	0.345 	0.000 	8.890 	1.425 	0.475 	16.196 	0.000 	0.000 	0.345 	1.900 	0.000 	6.203 	0.000 	24.673 	0.475 	0.000 	0.950 	1.425 	0.138 	1.447 	0.689 
0.918 	6.422 	70.282 	0.000 	0.000 	0.212 	1.757 	1.009 	0.000 	0.454 	19.085 	0.642 	0.275 	0.000 	46.501 	0.000 	5.483 	1.060 	0.459 	0.000 	0.000 	0.364 	0.000 	2.121 	0.030 	0.000 	0.061 	0.000 	1.212 	0.275 	0.092 	0.000 	0.184 	0.091 	0.642 	0.000 	0.485 	0.244 	0.091 	0.424 	0.000 	0.061 	31.202 	0.061 	0.488 	0.212 	0.969 	3.272 	0.000 	0.000 	1.242 	1.394 	0.061 	0.000 	4.665 	0.000 	0.000 	2.666 	0.000 	0.000 	0.000 	0.000 	0.000 	0.818 	0.000 	5.301 	0.275 	0.000 	0.000 	0.000 	0.030 	0.364 	0.061 
0.000 	17.241 	84.813 	0.000 	1.077 	0.440 	2.861 	0.000 	0.000 	0.293 	72.781 	0.000 	0.000 	28.173 	55.319 	0.000 	8.217 	3.668 	0.000 	3.768 	1.077 	0.440 	7.536 	0.514 	0.514 	1.615 	206.750 	0.000 	1.908 	0.000 	2.153 	3.230 	2.691 	0.367 	3.768 	2.153 	0.220 	0.612 	0.073 	0.220 	1.077 	0.367 	1.077 	57.887 	8.808 	0.587 	0.587 	12.693 	1.077 	12.919 	3.595 	5.649 	2.153 	0.538 	7.850 	2.153 	28.529 	14.087 	3.768 	5.383 	0.734 	3.230 	4.845 	3.668 	0.538 	0.293 	3.230 	0.538 	0.000 	3.768 	1.467 	2.128 	1.027 
