x32	0.305452681	-0.029243301	0.110284224	-0.11662144	-0.016872806	0.061746215	0.028477689	0.054759485	0.014180415	0.026504302	-0.006515954	-0.002903466
x33	-0.163002257	0.161206354	0.176115522	-0.054698455	-0.263000496	-0.008515098	0.025038665	0.107613468	-0.034944964	0.181995517	0.126719404	-0.069434765
x34	-0.14560188	0.031202844	-0.029215085	-0.199919828	-0.06780578	0.030783977	-0.003591538	0.226169924	0.020376065	-0.036981223	0.577361985	0.012562994
x35	-0.04016896	-0.180583551	0.025193174	0.312328232	0.032623998	0.024451507	-0.001887263	0.380529391	0.115418633	0.122475197	0.018873559	0.106223115
x36	-0.166388113	-0.045386824	0.011352389	-0.016925441	-0.231232212	0.082162641	0.249667359	0.014363271	0.186530676	0.262810424	-0.289328278	0.077976352
x37	-0.064860496	0.158720492	0.071104458	-0.303911874	-0.003357768	-0.107765144	0.157995873	0.037321128	0.225013833	0.063279334	0.21613307	-0.229956978
x38	0.113680437	0.01646707	-0.306965263	0.216026186	-0.209925347	-0.132010037	-0.011337692	0.074995734	-0.223151613	0.1049583	0.001759586	-0.019140996
x39	-0.067952851	0.019386586	0.308048824	0.042543843	0.315241649	0.078519607	-0.049713735	-0.065289143	0.11633623	-0.164486934	-0.119169696	0.092424947
x40	0.171130106	-0.087564943	-0.291594437	0.202033848	-0.186486152	-0.079823558	0.004466936	-0.050436797	-0.046422289	0.033895732	0.079215912	-0.074280571
x41	-0.01868191	0.288593135	-0.109947332	-0.065061121	0.125373118	-0.101608174	-0.015937752	0.162994658	0.253040133	-0.289221002	-0.122627894	-0.132232982
x42	0.181991329	-0.147577691	-0.237513585	0.218287261	-0.140526031	0.002694627	0.022398934	-0.008373043	0.056344155	-0.166883275	0.081539286	0.025570745
