x33	-0.094320478	-0.160605281	-0.10575182	-0.010681273	0.037228337	-0.255026096	0.406002444	0.147648542	0.093286693	-0.055622714	0.111898037
x34	-0.15618214	-0.126794916	-0.178149733	-0.003953586	0.125910208	-0.001325573	0.313167158	0.227076458	0.059677222	-0.098157833	0.089929848
x35	0.23207494	-0.056724943	0.052930991	0.134513674	0.125072875	0.07040766	-0.236528685	-0.088135095	-0.0117103	-0.14458542	-0.068313413
x36	0.154496138	-0.002115725	-0.116563468	-0.195235175	-0.139673508	0.034793722	0.12381619	-0.068362966	0.435206696	-0.02182167	-0.033900603
x37	-0.054116235	-0.069451285	-0.213426812	0.146497328	0.199601226	-0.043401458	0.386781024	0.219059335	0.031505232	-0.006914778	0.156702671
x38	-0.142675255	-0.179355429	0.13841257	0.100089569	0.191568459	-0.075255233	-0.046278708	0.219250786	-0.045734026	0.170052785	-0.151343703
x39	-0.105232307	0.033754	0.360272117	-0.0297412	-0.061356166	0.123474514	0.169375358	0.070117625	-0.004248996	-0.007586462	-0.043111569
x40	-0.063914855	0.128446946	0.293206856	-0.024181196	-0.197386775	0.093783635	0.275301964	0.098168587	-0.073344529	-0.026295707	0.119195152
x41	0.022084763	0.038874738	-0.004054608	0.011318834	-0.084661899	0.102782574	0.362250249	-0.379983831	0.226082228	0.100770659	-0.361241465
x42	-0.098501652	0.014381028	0.367718278	-0.030005881	-0.044583247	0.109733955	0.140866149	0.072332604	0.016693808	0.009328555	-0.100288735
