2355.69 	542.662	0.076	7.787	9.290 	8.610 	1.900 	14.26	91.468	0.279	6.075	4.543	2.517	26.851 	0.270 	26.335 	0.246 	0 	25.5751 	17.1978 	0 	7.4027 	0.9747 	209.563	237.891	113.952	123.939	210.2	3.53	5.5	38.24	24.527	177.83	118.8	3.41	58.4 	0.102	28.03	12.15	3.87	3.251666667	12.77066667
2556.79 	493.46	0.065	32.343	6.080 	5.330 	1.130 	21.08	132.216	0.1973	12.059	7.169	3.897	0.696 	0.100 	0.545 	0.052 	0 	2.4802 	1.6788 	0 	0.8014 	0 	247.659	262.155	124.661	137.493	261.1	3.43	8.54	30.58	27.614	191.95	187.7	2.4	63.3 	0.243	26.57	2.04	0.01	-34.51233333	2.050666667
1416.11 	606.204	0.015	65.324	4.300 	0.830 	1.150 	28.076	99.881	0.4406	14.385	9.822	7.33	10.863 	0.695 	10.050 	0.117 	0 	40.7586 	9.1378 	3.0879 	18.3306 	10.2022 	197.857	212.237	110.421	101.816	203.4	3.86	4.34	23.75	23.353	159.97	148	4.67	68.1 	0.16	27.53	1.04	-1.57	0.043666667	1.908333333
1237.81 	599.829	0.06	140.257	5.730 	4.120 	1.630 	41.577	991.046	0.3597	14.657	13.941	7.809	6.313 	0.661 	5.065 	0.462 	0.126 	134.6375 	7.1233 	113.2583 	11.1582 	3.0977 	191.508	255.335	120.444	134.892	193.9	3.39	5.4	35.9	24.06	209.11	136.3	4.6	66.2 	0.255	25.41	1.19	-0.57	-2.72	1.373
2177.91 	524.613	0.068	52.792	6.230 	3.630 	2.060 	25.743	157.997	0.2189	11.901	25.417	5.511	0.211 	0.098 	0 	0.112 	0 	9.7179 	0.4715 	8.5003 	0.7461 	0 	179.107	208.933	105.755	103.178	214.9	3.19	8.57	25.09	25.012	159.31	174.5	2.9	67.7 	0.213	25.53	1.98	-0.01	27.91366667	1.985333333
1553.50 	583.374	0.083	60.66	9.030 	7.280 	2.380 	13.648	529.969	0.2367	11.214	10.086	9.157	4.556 	0.335 	4.121 	0.100 	0 	8.1900 	2.1607 	1.2330 	3.1758 	1.6204 	204.008	189.275	92.785	96.491	205.6	3.3	4.92	41.76	22.346	119.17	109.3	3.79	71.8 	0.135	26.11	1.33	-0.34	-10.358	1.432666667
1713.65 	548.833	0.056	59.424	5.880 	5.110 	0.880 	17.174	129.581	0.3585	15.336	15.73	8.701	0.711 	0.414 	0.151 	0.145 	0 	43.8121 	2.4230 	37.4406 	1.8801 	2.0684 	212.738	271.504	128.705	142.799	238.2	3.43	8.66	27.51	26.276	446.64	264.1	2.8	71.5 	0.33	25.4	1.18	-0.25	5.662333333	1.262666667
2398.38 	513.817	0.112	40.228	3.60 	5.590 	0.520 	27.077	158.87	0.2256	7.381	5.388	5.245	0.416 	0.115 	0 	0.301 	0 	6.5161 	0.7413 	5.3097 	0.4650 	0 	226.032	265.773	125.611	140.162	226.6	3.27	8.03	28.21	26.338	196.01	208.4	2.6	63.1 	0.16	25.52	2.87	0.21	45.13966667	2.879666667
2463.60 	544.462	0.072	115.704	5.560 	4.270 	0.130 	30.408	202.962	0.3796	17.426	13.7	9.454	3.821 	0.171 	2.879 	0.177 	0.592 	31.2649 	0.9536 	24.8774 	1.6704 	3.7635 	205.794	220.333	107.601	112.732	214.9	3.57	6.81	31.54	23.441	173.09	168.8	6.32	67.4 	0.162	27.19	0.8	-1.51	-8.672	1.728333333
2273.63 	559.332	0.024	23.523	3.510 	0.920 	0.440 	12.439	89.77	0.2819	12.677	8.115	8.155	1.545 	0.229 	1.178 	0 	0.138 	9.6262 	6.8910 	1.4336 	1.3017 	0 	193.194	227.338	114.537	112.801	209.1	3.81	5.17	40.48	22.933	307.14	334.3	3.15	59.5 	0.232	27.09	1.96	-0.43	-14.02433333	2.098
6346.83 	563.794	0.05	89.282	15.510 	2.930 	2.380 	18.123	194.262	0.3793	16.192	13.613	7.515	7.847 	0.644 	6.437 	0.632 	0.135 	47.2196 	1.8973 	36.0374 	2.6273 	6.6576 	205.794	259.11	121.825	137.285	216.9	3.56	6.78	31.99	26.948	147.66	106.1	4.74	60.4 	0.108	25.18	1.21	0	9.166333333	1.217
2566.61 	488.712	0.074	74.027	6.490 	7.730 	0.770 	21.824	417.665	0.2837	16.442	12.155	7.846	4.289 	0.205 	3.449 	0.101 	0.534 	13.8003 	0.7368 	12.7332 	0.3303 	0 	224.147	226.399	105.994	120.405	234.7	3.65	5.97	39.36	25.674	106.61	115.8	3.32	57.4 	0.147	25.94	1.52	-0.07	-23.49566667	1.521666667
2380.81 	543.574	0.097	172.626	4.080 	5.200 	0.390 	16.406	427.028	0.5725	29.704	24.257	24.295	9.968 	0.690 	7.375 	0.388 	1.515 	44.7476 	6.6115 	24.4963 	0.8755 	12.7643 	207.679	212.564	99.539	113.025	208.8	3.39	6.91	30.23	23.383	278.75	219.1	3.84	77.5 	0.233	26.65	1.38	-0.42	-4.459333333	1.478
1638.83 	525.82	0.033	144.881	8.360 	4.600 	1.700 	15.066	144.729	0.283	8.751	14.417	8.206	2.935 	0.321 	2.396 	0.217 	0 	14.3803 	5.8396 	4.2509 	1.0199 	3.2699 	201.825	244.512	113.682	130.83	203.3	3.61	7.27	27.98	25.815	517.45	237.4	2.99	76.7 	0.247	25.97	0.9	-0.29	-3.748	0.951666667
1409.70 	537.084	0.064	49.643	2.870 	2.480 	0.160 	14.28	140.946	0.3509	11.502	9.324	5.373	2.129 	0.196 	1.426 	0.219 	0.288 	30.2112 	0.3276 	24.6144 	2.6973 	2.5719 	150.337	156.038	80.3	75.738	194.6	3.38	8.53	22.81	18.515	288.69	251.3	4.1	58.5 	0.22	27.1	1.52	-0.92	-1.736	1.828666667
851.17 	587.293	0.416	58.469	7.150 	1.400 	0.820 	32.026	82.359	0.3172	7.348	3.778	3.383	2.086 	0.095 	1.832 	0.159 	0 	13.9166 	5.3157 	6.0111 	1.8146 	0.7752 	173.353	197.377	89.12	108.257	195.7	3.68	4.58	42.74	19.758	793.47	245.5	3.35	68.3 	0.23	28	1.09	-0.83	-1.174666667	1.381
1116.61 	528.331	0.091	34.19	6.230 	1.390 	1.260 	23.035	592.199	0.2649	8.897	10.31	4.711	1.569 	0.166 	1.147 	0.257 	0 	15.9809 	5.9423 	5.1734 	4.8652 	0 	196.667	213.216	113.469	99.747	206.9	3.37	6.97	29.67	23.329	282.09	148.7	3.51	59.5 	0.2	28.79	2.33	-1.23	-10.39333333	2.897333333
